/dic,,,,,
/@from,/@to,/l/#id,/l/w/c,/l/w/d,/l/w/t
en,es,19,southern,"meridional, del sur, sureño",{adj} /?s?ð?(r)n/ (of the south)
en,es,19,southern bottlenose whale,zifio calderón austral {m},{n} (species of bottlenose whale)
en,es,19,Southern Cross,"Crux {f}, Cruz del Sur {f}",{prop} (constellation)
en,es,19,southerner,"sureño {m}, sureña {f}",{n} (someone from the south of a region)
en,es,19,Southerner,,{prop} /?s?ð(?)n??/ (someone from the south of a region)
en,es,19,Southerner,"sureño {m}, sureña {f}",{prop} (someone from the area that once formed the CSA)
en,es,19,Southern Hemisphere,hemisferio sur {m},{n} (hemisphere to the south of its equator)
en,es,19,southern lights,aurora austral {f},{n} (the aurora of the southern hemisphere)
en,es,19,Southern Ocean,"océano Antártico {m}, océano Austral {m}","{prop} (the fourth largest ocean of the Earth, surrounding the Antarctic landmass)"
en,es,19,Southern Sesotho,,{prop} (Sotho)
en,es,19,southernwood,abrótano {m},{n} (Artemisia abrotanum)
en,es,19,South Korea,Corea del Sur,{prop} (country in East Asia)
en,es,19,South Korean,surcoreano,{adj} (of South Korea)
en,es,19,South Korean,"surcoreano {m}, surcoreana {f}",{n} (person from or descended from South Korea)
en,es,19,South Ossetia,Osetia del Sur {f},{prop} (South Ossetia)
en,es,19,southpaw,"zurdo {m}, zurda {f}",{n} /?sa???p??/ (informal: one who is left-handed)
en,es,19,South Pole,polo Sur {m},{prop} /?sa???po?l/ (the southernmost point on Earth)
en,es,19,South Sudan,Sudán del Sur {m},{prop} (a country in Africa)
en,es,19,southwest,"suroeste, del sudoeste",{adj} (towards the southwest)
en,es,19,southwest,suroeste {m},{n} (compass point)
en,es,19,Southwest Asia,Asia Sudoeste {m},{n}
en,es,19,South Yemen,Yemen del Sur,{prop} (country)
en,es,19,souvenir,recuerdo {m},{n} /?su?v??n??(?)/ (item of sentimental value to remember an event or location)
en,es,19,sovereign,soberano,{adj} /?s?v.r?n/ (exercising power of rule)
en,es,19,sovereign,soberano,{n} (monarch)
en,es,19,sovereignty,soberanía {f},{n}
en,es,19,sovereignty,soberanía {f},{n} /?s?v.??n.ti/ (of a nation: the state of making laws and controlling resources without the coercion of other nations.)
en,es,19,soviet,sóviet {m},{n} (council)
en,es,19,Soviet,"soviético {m}, soviética {f}",{adj} (pertaining to the Soviet Union or its republics)
en,es,19,Soviet,,{prop} /?so?vi?t/ (soviet)
en,es,19,Soviet Socialist Republic,república socialista soviética {f},{prop} (any of the republics belonging to the former Soviet Union)
en,es,19,Soviet Union,Unión Soviética {f},{prop} (USSR)
en,es,19,sow,"cerda {f}, puerca {f}",{n} /sa?/ (female pig)
en,es,19,sow,sembrar,{v} /s??/ (disperse seeds)
en,es,19,so what,"¿y qué?, ¿y?, ¿y qué más da?, ¿y qué importa?",{interj} (reply of indifference)
en,es,19,"sow the wind, reap the whirlwind",quien siembra vientos recoge tempestades,{proverb} (every decision has consequences; a person's actions will come back to them)
en,es,19,soy,,{n} /s??/ (soy sauce)
en,es,19,soy,soja {f},{n} (soy beans)
en,es,19,soybean,soja {f},{n} (plant)
en,es,19,soyburger,hamburguesa de soja,{n}
en,es,19,soylent,comidilla {f},{n} (undesirable artificial foodstuff)
en,es,19,soy milk,leche de soja {f},{n} (a beverage made from soy beans)
en,es,19,soy sauce,"salsa de soja, salsa de soya, soja {f}",{n} (a condiment and ingredient made from fermented soybeans)
en,es,19,Soyuz,Soyuz {m},{prop} (a Soviet/Russian spacecraft)
en,es,19,spa,spa {m},{n} /sp??/ (spa)
en,es,19,space,espacio {m},{n} (area beyond atmosphere of planets)
en,es,19,space,espacio {m},{n} (physical extent in two or three dimensions)
en,es,19,space,,{n} /spe?s/ (while)
en,es,19,space age,era espacial {f},{n} (current historical period which started with the launch of the Sputnik)
en,es,19,spacecraft,"nave espacial, astronave",{n} (vehicle that travels through space)
en,es,19,space flight,vuelo espacial {m},{n} (voyage in space)
en,es,19,spaceman,"astronauta, hombre del espacio",{n} (astronaut)
en,es,19,space probe,sonda espacial {f},{n} (unmanned space vehicle designed to voyage beyond Earth orbit)
en,es,19,spaceship,"nave espacial {f}, astronave {f}",{n} (vehicle that flies through space)
en,es,19,space shuttle,transbordador espacial {m},{n} (vehicle capable of travelling repeatedly btw Earth and outer space)
en,es,19,Space Shuttle,transbordador espacial {m},{prop} (Translations)
en,es,19,space station,estación espacial {f},{n} (manned artificial satellite)
en,es,19,space suit,traje espacial {m},{n} (system of clothing worn by astronauts when in space)
en,es,19,spacetime,espacio-tiempo {m},{n} (four dimensional continuum)
en,es,19,space-time,,{n} (spacetime)
en,es,19,space tourism,turismo espacial {m},{n} (form of tourism)
en,es,19,space travel,"viaje espacial {m}, recorrido de espacial {m}",{n} (travel through space in order to visit and explore other worlds)
en,es,19,spacious,espacioso,{adj} (having much space; roomy)
en,es,19,spaciously,"ampiamente, espaciosamente",{adv} (in a spacious manner)
en,es,19,spade,"[offensive] negro, mulato {m}",{n} (a black person)
en,es,19,spade,"pala {f}, azada {f}",{n} (a garden tool with a handle and a flat blade for digging)
en,es,19,spade,pica {f},{n} (one of the black suits in a deck of cards)
en,es,19,spade,pala {f},{n}
en,es,19,spades,,{n} /spe?dz/ (spade)
en,es,19,spades,picas {f} {p},{n} (suit of playing cards)
en,es,19,spadix,espádice {m},{n} /?spe?d?ks/ (fleshy spike)
en,es,19,spaghetti,,{n} (informally: any type of pasta)
en,es,19,spaghetti,,{n} (spaghetti code)
en,es,19,spaghetti,espagueti {m},{n} /sp????ti/ (pasta)
en,es,19,spaghetti squash,alcayota {f},{n} (a variety of winter squash)
en,es,19,Spain,España {f},{prop} /spe?n/ (country in Europe)
en,es,19,spallation,"estallido, fragmentación, astillado, explosión, reventón",{n} (fragmentation due to stress or impact)
en,es,19,spallation,espalación,{n} /sp??le???n/ (physics: nuclear reaction in which a nucleus fragments into many nucleons)
en,es,19,spam,correo basura {m},{n} /spæm/ (a collection of unsolicited bulk electronic messages)
en,es,19,span,"cuarta {f}, palmo {m}",{n} /spæn/ (the space from the thumb to the end of the little finger when extended)
en,es,19,span,luz {f},"{n} (the spread or extent of an arch or between its abutments, or of a beam, girder, truss, roof, bridge, or the like, between supports)"
en,es,19,span,abarcar,{v} /spæn/ (to cover or extend over an area or time period)
en,es,19,Spanglish,"espanglés {m}, spanglish {m}",{prop} (blend of English and Spanish)
en,es,19,Spaniard,"español {m}, española {f}",{n} /?spæn.j?d]/ (somebody from Spain)
en,es,19,spaniel,perro de aguas {m},{n} /?spænj?l/ (dog)
en,es,19,Spanish,"español {m}, española {f}",{adj} (of or pertaining to the people or culture of Spain)
en,es,19,Spanish,español,{adj} (of or pertaining to the Spanish language)
en,es,19,Spanish,"español {m}, española {f}",{adj} /?spæn.??/ (of or pertaining to Spain)
en,es,19,Spanish,"hispano {m}, hispana {f}",{n} (people of Hispanic origin)
en,es,19,Spanish,"español {m}, castellano {m}",{prop} (Romance language of Spain and the Americas)
en,es,19,Spanish Armada,Grande y Felicísima Armada {f},{prop} (The fleet of war ships sent by Philip II of Spain)
en,es,19,Spanish chestnut,castaña {f},{n} (fruit)
en,es,19,Spanish chestnut,castaño {m},{n} (tree)
en,es,19,Spanish omelet,tortilla de patatas {f},{n} (Spanish dish)
en,es,19,Spanish omelette,tortilla de patatas {f},{n} (omelette with fried potatoes)
en,es,19,Spanish Water Dog,perro de agua español {m},{n} /?spæn?? ?w?t? d??/ (Spanish Water Dog)
en,es,19,spank,nalgada,{n} (An instance of spanking; a smack or slap)
en,es,19,spank,golpe,"{n} (A slapping sound, as produced by spanking)"
en,es,19,spank,nalguear,"{v} /?spæ?k/ (To smack or slap a person's buttocks, with the bare hand or other object.)"
en,es,19,spanking,"nalgada, (imprecise) azotado {f}",{n} /?spæ?k??/ (Form of physical punishment)
en,es,19,spanner,llave inglesa {f},{n} /?spæn.?/ (hand tool for adjusting nuts and bolts)
en,es,19,spanworm,,{n} (measuring worm)
en,es,19,spare part,"pieza de repuesto {f}, pieza de recambio {f}, repuesto {m}",{n} (component kept in reserve)
en,es,19,spare the rod and spoil the child,escatima el palo y malcría al hijo,{proverb} (if one does not discipline a child he or she will never learn obedience)
en,es,19,spare time,,{n} (free time)
en,es,19,spare tire,,{n} (extra tire)
en,es,19,spare tire,,{n} (fat around midsection)
en,es,19,spare tyre,"rueda de repuesto {f}, rueda de recambio {f}",{n} (extra tire)
en,es,19,spare wheel,,{n} (extra wheel)
en,es,19,spark,chispa {f},{n} (burst of electrical discharge)
en,es,19,spark,chispa {f},{n} /sp??(r)k/ (particle of glowing matter)
en,es,19,spark gap,entrehierro {m},{n} (gap between two terminals)
en,es,19,sparkle,"brillo {m}, lustre {m}",{n} (brilliance)
en,es,19,sparkle,destello {m},{n} /?sp??kl/ (scintillation)
en,es,19,sparkler,bengala {f},{n} (hand-held firework)
en,es,19,spark plug,bujía {f},{n} (device that forms a high-voltage spark for fuel ignition)
en,es,19,sparrow,gorrión {m},{n}
en,es,19,sparrow,gorrión común,{n} /?spæ???/
en,es,19,sparrow hawk,gavilán {m},{n}
en,es,19,sparrow hawk,cernícalo {m},{n}
en,es,19,sparsity,escasez {f},{n} (the property of being sparse)
en,es,19,Sparta,Esparta {f},{prop} (ancient city-state in southern Greece)
en,es,19,Spartacus,Espartaco {m},{prop} /?sp???t?k?s/ (Thracian name)
en,es,19,Spartan,espartano,{adj} (of Sparta)
en,es,19,Spartan,,{adj} (spartan)
en,es,19,Spartan,"espartano {m}, espartana {f}",{prop} (citizen of Sparta)
en,es,19,spasm,acceso {m},"{n} (a sudden and temporary burst of energy, activity, or emotion)"
en,es,19,spasm,espasmo {m},{n} (contraction of a muscle)
en,es,19,spat,polaina {f},{n} /spæt/ (covering or decorative covering worn over a shoe)
en,es,19,spatial,espacial,{adj} /?spe???l/ (pertaining to space)
en,es,19,spatter,"salpicar, rociar",{v} (splash with small droplets)
en,es,19,spatula,espátula {f},{n} /?spæt??l?/ (kitchen utensil)
en,es,19,spay,esterilizar,{v} /spe?/ (remove the ovaries)
en,es,19,speak,hablar,{v} /spi?k/ (to communicate with one's voice using words)
en,es,19,speak,hablar,{v} (to be able to communicate in a language)
en,es,19,speaker,hablante {m},{n} (one who speaks)
en,es,19,speak of the devil,"hablando del rey de Roma, por la puerta asoma",{phrase} (expression used when a person mentioned in the current conversation happens to arrive)
en,es,19,speak of the devil and he appears,"hablando del rey de Roma, por la puerta asoma",{phrase} (expression used when a person mentioned in the current conversation happens to arrive)
en,es,19,spear,lanza {f},{n}
en,es,19,spear,arpón {m},{n} (sharp tool used by fishermen to retrieve fish)
en,es,19,spear,lanza {f},{n} /?sp??/ (long stick with a sharp tip)
en,es,19,spear-carrier,,{n} (person in a play or movie with a minimal part)
en,es,19,spearhead,caudillo {m},{n} (one who leads or initiates an activity)
en,es,19,spearhead,"punta {f}, punta de lanza {f}","{n} /?sp??.h?d/ (the pointed head, or end, of a spear)"
en,es,19,spearhead,punta de lanza {f},{n} (the leading military unit in an attack)
en,es,19,spearhead,"encabezar, acaudillar",{v} (to drive or campaign ardently)
en,es,19,spearthrower,,{n} (atlatl)
en,es,19,special,especial,{adj} (of particular interest or value; certain; dear; beloved; favored)
en,es,19,special,especial,{adj} /?sp?.??l/ (distinguished by a unique or unusual quality)
en,es,19,special effect,efectos especiales {m} {p},{n} (effect that cannot be reasonably achieved by normal means)
en,es,19,specialist,especialista {m} {f},{n} (expert)
en,es,19,specialist,especialista {m} {f},{n} (physician)
en,es,19,speciality,especialidad {f},{n} /?sp??i?æl?ti/ (That in which one specialises)
en,es,19,specially,especialmente,{adv} (in a special manner)
en,es,19,special relativity,relatividad especial {f},{n} (physics theory)
en,es,19,specialty,especialidad {f},{n} /?sp???lti/ (That in which one specializes)
en,es,19,speciation,"especiación {f}, evolución de las especies",{n} (biology)
en,es,19,species,especie {f},{n}
en,es,19,species,especie,{n} (rank in a taxonomic classification)
en,es,19,species,especie,{n} /?spi??i?z/ (group of plants or animals having similar appearance)
en,es,19,specific,específico,{adj}
en,es,19,specific,específico,{adj} /sp??s?f.?k/ (explicit or definite)
en,es,19,specifically,específicamente,{adv} (for a specific purpose or reason)
en,es,19,specification,especificación {f},{n} (explicit set of requirements)
en,es,19,specific gravity,peso específico {m},{n} (ratio of the mass of a substance to that of an equal volume of water)
en,es,19,specific heat,calor específico,{n}
en,es,19,specificity,especificidad {f},{n} /sp?s??f?s?ti/ (the state of being specific rather than general)
en,es,19,specificness,,{n} (specificity)
en,es,19,specimen,ejemplar {m},{n} (sample)
en,es,19,specimen,espécimen {m},{n} /?spes?m?n/ (example)
en,es,19,speck,mota {f},{n} /spek/ (tiny spot)
en,es,19,spectacle,espectáculo {m},{n} (something exhibited to view)
en,es,19,spectacled,,{adj} (wearing spectacles)
en,es,19,spectacles,"anteojos {m} {p} [Latin America], espejuelos {m} {p} [Cuba, Puerto Rico], gafas {f} {p} [especially Colombia, Dominican Republic, Spain], lentes {m} {p} [Latin America]",{n} (a pair of lenses set in a frame)
en,es,19,spectacles,,{n} (plural of spectacle)
en,es,19,spectacular,espectacular,{adj} (amazing or worthy of special attention)
en,es,19,spectator,espectador,{n} /?sp?kte?t?/ (observer)
en,es,19,spectrum,espectro {m},{n} /?spektr?m/ (range of colors)
en,es,19,speculation,especulación {f},{n}
en,es,19,speculator,especulador {m},{n} (one who speculates; as in investing)
en,es,19,speculum,espéculo {m},{n} /?sp?kj?l?m/ (medical instrument)
en,es,19,speech,discurso {m},"{n} (an oration, session of speaking)"
en,es,19,speech,habla {f},{n} /?spi?t?/ (vocal communication)
en,es,19,speech balloon,,{n} (speech balloon)
en,es,19,speed,,"{n} (luck, success, prosperity)"
en,es,19,speed,velocidad {f},{n} (rate of motion)
en,es,19,speed,rapidez {f},{n} /spi?d/ (rapidity)
en,es,19,speed bump,"reductor de velocidad {m} [especially formal usage], resalto {m} [especially formal usage], badén {m} [Spain], banda sonora {f} [Spain], chapa acostado {m} [Ecuador], durmiente [Nicaragua], giba {f} [Peru], guardia tumbado {m} [Spain], lomada {f} [Argentina, Paraguay], lomo de burro {m} [Argentina, Uruguay], lomo de toro {m} [Chile], muerto {m} [Costa Rica, Puerto Rico], muro {m} [Venezuela], policía acostado {m} [Colombia, Cuba, Dominican Republic, Nicaragua, Venezuela], policía dormido {m} [Costa Rica], policía muerto {m} [Panama, Puerto Rico], rompemuelles {m} [Bolivia, Peru], tope {m} [Mexico], túmulo {m} [El Salvador, Guatemala, Honduras], vibrador {m} [Mexico]",{n} (transverse ridge in the road)
en,es,19,speed chess,ajedrez rápido,{n} ( form of chess )
en,es,19,speed of sound,velocidad del sonido {f},{n} (speed at which sound is propogated)
en,es,19,speedometer,velocímetro {m},"{n} /sp??dam????/ (a device that measures, and indicates the current speed of a vehicle)"
en,es,19,speed skating,patinaje de velocidad {m},{n} (The sport of racing around an oval course on ice skates)
en,es,19,speedy,"rápido, pronto",{adj} (characterized by rapid or swift motion)
en,es,19,spell,"rato {m}, período {m}",{n} (indefinite period of time)
en,es,19,spell,"encantamiento {m}, hechizo {m}",{n} (magical effect of such incantation)
en,es,19,spell,"berrinche {m}, pataleta {f}","{n} (period of illness, outburst of bad spirits)"
en,es,19,spell,"encanto {m}, hechizo {m}, conjuro {m}, brujería {f}",{n} /sp?l/ (magical incantation)
en,es,19,spell,descifrar,"{v} (figuratively, to clarify)"
en,es,19,spell,deletrear,{v} (to compose a word)
en,es,19,spell,"anunciar, presagiar",{v} (to indicate that some future event will occur)
en,es,19,spell,deletrear,{v} (to write or say the letters that form a word)
en,es,19,spell checker,corrector ortográfico {m},{n} (software application)
en,es,19,spelling,ortografía {f},"{n} (act, practice, ability, or subject of forming words with letters, or of reading the letters of words; orthography)"
en,es,19,spelling,grafía {f},{n} (a specific spelling of a word)
en,es,19,spelling,ortografía {f},{n}
en,es,19,spelling,deletreando {f},{v} /?spel??/ (present participle of spell)
en,es,19,spelt,"espelta {f}, escanda {f}","{n} /?sp?lt/ (a type of wheat, Triticum aestivum spelta)"
en,es,19,spelunk,,"{n} /spi??l??k/ (cave, cavern, grotto)"
en,es,19,spelunk,hacer espeleología,{v} (to explore caves)
en,es,19,spelunking,espeleología {f},{n} (exploring underground caverns)
en,es,19,spend,gastar,{v} /sp?nd/
en,es,19,spendthrift,"gastador {m}, gastadora {f}, pródigo {m}",{n} (someone who spends money wastefully)
en,es,19,sperm,esperma {f},{n} (semen (fluid))
en,es,19,sperm,esperma {f},{n} /sp???m/ (cell)
en,es,19,sperm bank,,{n} (vulgar: vagina)
en,es,19,spermicide,espermicida,{n} (A substance used for killing sperm)
en,es,19,sperm whale,cachalote {m},{n} (sperm whale)
en,es,19,spew,,{n} (ejaculate)
en,es,19,spew,,{n} (vomit)
en,es,19,spew,vomitar,{v} (To vomit)
en,es,19,sphene,,{n} (titanite)
en,es,19,sphenoid,,{n} (sphenoid bone)
en,es,19,sphenoid bone,esfenoide {m},{n} (sphenoid bone)
en,es,19,spheral,,{adj} (spherical)
en,es,19,sphere,,{n} (astronomy: apparent outer limit of space)
en,es,19,-sphere,-sfera,{n} (designating some layer of the Earth)
en,es,19,sphere,esfera {f},{n} (region in which something or someone is active)
